id,name,value
1001,Autauga County,0.131553845141767
1003,Baldwin County,0.137923305055521
1005,Barbour County,0.125462701549658
1007,Bibb County,0.123372817570486
1009,Blount County,0.128065962215818
1011,Bullock County,0.119523638754408
1013,Butler County,0.129635031764553
1015,Calhoun County,0.130395800730308
1017,Chambers County,0.126606521050966
1019,Cherokee County,0.127771388409686
1021,Chilton County,0.126895742115616
1023,Choctaw County,0.137157064471879
1025,Clarke County,0.136819239189929
1027,Clay County,0.132811981138341
1029,Cleburne County,0.127405071355759
1031,Coffee County,0.132022842807157
1033,Colbert County,0.130472369021987
1035,Conecuh County,0.141075837742504
1037,Coosa County,0.129257966518001
1039,Covington County,0.135567080197953
1041,Crenshaw County,0.131944444444444
1043,Cullman County,0.130549027288158
1045,Dale County,0.126462404350851
1047,Dallas County,0.129635031764553
1049,DeKalb County,0.12201781682836
1051,Elmore County,0.129257966518001
1053,Escambia County,0.126750966596945
1055,Etowah County,0.129710708957644
1057,Fayette County,0.132179919360169
1059,Franklin County,0.120105105105105
1061,Geneva County,0.135649843983177
1063,Greene County,0.135237032528572
1065,Hale County,0.132732643037303
1067,Henry County,0.13861163096971
1069,Houston County,0.133932757350479
1071,Jackson County,0.124408983451537
1073,Jefferson County,0.143722150352163
1075,Lamar County,0.130242933437541
1077,Lauderdale County,0.129559442824749
1079,Lawrence County,0.124061666356474
1081,Lee County,0.131243026842554
1083,Limestone County,0.128733745332818
1085,Lowndes County,0.137581699346405
1087,Macon County,0.125817918711463
1089,Madison County,0.13861163096971
1091,Marengo County,0.132337370127722
1093,Marion County,0.123647437086502
1095,Marshall County,0.126246843434343
1097,Mobile County,0.138958376763255
1099,Monroe County,0.12539189867068
1101,Montgomery County,0.140097379851478
1103,Morgan County,0.132811981138341
1105,Perry County,0.126895742115616
1107,Pickens County,0.122827221915116
1109,Pike County,0.126750966596945
1111,Randolph County,0.126246843434343
1113,Russell County,0.119716834291188
1115,St. Clair County,0.126390468967261
1117,Shelby County,0.138094744838064
1119,Sumter County,0.129257966518001
1121,Talladega County,0.126318615374897
1123,Tallapoosa County,0.124688240428981
1125,Tuscaloosa County,0.137241781621028
1127,Walker County,0.12525053238131
1129,Washington County,0.129786474558671
1131,Wilcox County,0.141886618419185
1133,Winston County,0.128733745332818
2013,Aleutians East Borough,0.122488668381722
2016,Aleutians West Census Area,0.143815174397699
2020,Anchorage Municipality,0.150538241493526
2050,Bethel Census Area,0.131944444444444
2060,Bristol Bay Borough,0.154301697530864
2068,Denali Borough,0.119139112302651
2070,Dillingham Census Area,0.136987943553912
2090,Fairbanks North Star Borough,0.145796879556722
2100,Haines Borough,0.145701275045537
2105,Hoonah-Angoon Census Area,0.139481760479877
2110,Juneau City and Borough,0.150131381381381
2122,Kenai Peninsula Borough,0.14822844859536
2130,Ketchikan Gateway Borough,0.142432336182336
2150,Kodiak Island Borough,0.144001584215453
2164,Lake and Peninsula Borough,0.152292285431422
2170,Matanuska-Susitna Borough,0.144001584215453
2180,Nome Census Area,0.13861163096971
2185,North Slope Borough,0.140009101729329
2188,Northwest Arctic Borough,0.140274270482604
2195,Petersburg Census Area,0.148923890378314
2198,Prince of Wales-Hyder Census Area,0.142982267982268
2220,Sitka City and Borough,0.150947312801932
2230,Skagway Municipality,0.159051141334606
2240,Southeast Fairbanks Census Area,0.136650949842832
2261,Valdez-Cordova Census Area,0.143722150352163
2270,Wade Hampton Census Area,0.0901031810399207
2275,Wrangell City and Borough,0.150538241493526
2282,Yakutat City and Borough,0.0827231736576487
2290,Yukon-Koyukuk Census Area,0.133691001470785
4001,Apache County,0.121550571359105
4003,Cochise County,0.134908588005127
4005,Coconino County,0.140009101729329
4007,Gila County,0.139132401029708
4009,Graham County,0.128436095054592
4011,Greenlee County,0.117376885601925
4012,La Paz County,0.124828339575531
4013,Maricopa County,0.144563724427095
4015,Mohave County,0.133370014672536
4017,Navajo County,0.137157064471879
4019,Pima County,0.141615324693719
4021,Pinal County,0.127624609100772
4023,Santa Cruz County,0.13016663412094
4025,Yavapai County,0.144282106782107
4027,Yuma County,0.125462701549658
5001,Arkansas County,0.124758250670659
5003,Ashley County,0.125889203651243
5005,Baxter County,0.129559442824749
5007,Benton County,0.13257425086184
5009,Boone County,0.125604547453049
5011,Bradley County,0.121351416954912
5013,Calhoun County,0.125039079597324
5015,Carroll County,0.131944444444444
5017,Chicot County,0.127771388409686
5019,Clark County,0.127697956577267
5021,Clay County,0.120105105105105
5023,Cleburne County,0.132891414141414
5025,Cleveland County,0.118125701459035
5027,Columbia County,0.116821474471317
5029,Conway County,0.126103543952579
5031,Craighead County,0.127259131984218
5033,Crawford County,0.130625775687504
5035,Crittenden County,0.119845978664749
5037,Cross County,0.124200360226073
5039,Dallas County,0.127697956577267
5041,Desha County,0.119975401967843
5043,Drew County,0.124968753905762
5045,Faulkner County,0.130779543522333
5047,Franklin County,0.126390468967261
5049,Fulton County,0.109834129730323
5051,Garland County,0.131243026842554
5053,Grant County,0.127186287604147
5055,Greene County,0.120561282932417
5057,Hempstead County,0.122759361571516
5059,Hot Spring County,0.121883951971719
5061,Howard County,0.126318615374897
5063,Independence County,0.131320593643289
5065,Izard County,0.128659203499968
5067,Jackson County,0.118884132929077
5069,Jefferson County,0.126246843434343
5071,Johnson County,0.120561282932417
5073,Lafayette County,0.0949954871502541
5075,Lawrence County,0.116821474471317
5077,Lee County,0.0995941032919966
5079,Lincoln County,0.0990612770594937
5081,Little River County,0.124968753905762
5083,Logan County,0.123923281898742
5085,Lonoke County,0.123235964750108
